learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
130000.0,5.094713151,3.2162429219615484E-6,130000.0,96.89999999999999,92.73950272619962,91.38888888888889,90.34267912772584,130000.0,1223144.0
131000.0,5.124473451,3.2256620150730785E-6,131000.0,97.8,93.34816893232063,92.46575342465752,89.81481481481481,131000.0,1223416.0
132000.0,5.152739234,3.2346080956551725E-6,132000.0,98.7,95.40473665606221,94.84126984126983,92.57142857142857,132000.0,1223416.0
133000.0,5.180978061,3.2435456447011628E-6,133000.0,98.3,93.52933116121861,92.79661016949152,89.50617283950618,133000.0,1223416.0
134000.0,5.211517732,3.2532914884721263E-6,134000.0,98.1,94.24486581450293,93.687707641196,91.16279069767441,134000.0,1233552.0
135000.0,5.240307787,3.2624858455796127E-6,135000.0,98.7,95.69912394463118,95.43859649122807,93.22916666666666,135000.0,1234472.0
136000.0,5.270514205,3.272127466914513E-6,136000.0,99.1,97.21372580585242,97.11538461538461,95.63106796116504,136000.0,1233824.0
137000.0,5.300532877,3.2817929083345913E-6,137000.0,98.1,94.30489778790239,94.41176470588235,91.28440366972475,137000.0,1244608.0
138000.0,5.329290476,3.2910659971196742E-6,138000.0,98.1,95.43821908072911,95.15306122448979,93.75,138000.0,1246448.0
139000.0,5.360321586,3.3011757215427564E-6,139000.0,98.6,94.89498249708285,94.48818897637796,91.66666666666666,139000.0,1259344.0
140000.0,5.390593744,3.3110381845700864E-6,140000.0,98.8,95.86346682845107,95.62043795620437,93.37016574585635,140000.0,1259344.0
141000.0,5.421155083,3.321004285037275E-6,141000.0,97.7,93.45907084679436,92.90123456790123,90.25423728813558,141000.0,1260536.0
142000.0,5.451882512,3.3310237845893908E-6,142000.0,99.6,98.48891239469609,98.44961240310077,97.48427672955975,142000.0,1260440.0
142193.0,5.476373412,3.339083851521582E-6,142193.0,99.4,97.85384697928963,97.86476868327402,96.49122807017544,142193.0,1272144.0
